Unnamed: 0,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,Processed Review,Hybrid Category,KMeans Cluster,Keyword_Category,Semantic_Category
44,862,48,Beautiful!,"Tried this on today at my local retailer and had to have it. it is so comfortable and flattering. it's too bad the picture online has the model tucking it into the skirt because you can't see the ruching across the front. a little dressier alternative to a plain tee and reasonably priced for retailer. 5'8"""" and i generally wear a 6, the small fit well. will probably be back for the black!",5,1,9,General,Tops,Knits,"['tri', 'today', 'local', 'retail', 'comfort', 'flatter', 'bad', 'pictur', 'onlin', 'model', 'tuck', 'skirt', 'cant', 'see', 'ruch', 'across', 'front', 'littl', 'dressier', 'altern', 'plain', 'tee', 'reason', 'price', 'retail', 'gener', 'wear', 'small', 'fit', 'well', 'probabl', 'back', 'black']",Style and Aesthetics,Cluster 4,Fit and Sizing,Style and Aesthetics
45,862,43,Love the two tone design,I bought this item from online... the fit on the model looked a little loose but when i got mine it seemed a bit tight! so i took it back to the store & ordered a larger size. for the sale price this is a great top.,4,1,0,General,Tops,Knits,"['bought', 'item', 'onlin', 'fit', 'model', 'look', 'littl', 'loos', 'got', 'mine', 'seem', 'bit', 'tight', 'took', 'back', 'store', 'order', 'larger', 'size', 'sale', 'price', 'great', 'top']",Fit and Sizing,Cluster 6,Fit and Sizing,Style and Aesthetics
46,862,40,,I love this top. i wear it all the time.  the problem is that you can tell i wear it all the time as the fabric has started to fade.  i'd still recommend it as it is so comfortable.,5,1,0,General,Tops,Knits,"['love', 'top', 'wear', 'time', 'problem', 'tell', 'wear', 'time', 'fabric', 'start', 'fade', 'id', 'still', 'recommend', 'comfort']",Fabric and Material Quality,Cluster 6,Fabric and Material Quality,Fabric and Material Quality
47,823,52,,"Very comfortable, material is good, cut out on sleeves flattering",5,1,0,General,Tops,Blouses,"['comfort', 'materi', 'good', 'cut', 'sleev', 'flatter']",Comfort and Wearability,Cluster 2,Style and Aesthetics,Comfort and Wearability
48,910,56,Love the color!,"This sweater is perfect for fall...it's roomy, warm, super comfy and the color really pops.",5,1,0,General,Tops,Fine gauge,"['sweater', 'perfect', 'fallit', 'roomi', 'warm', 'super', 'comfi', 'color', 'realli', 'pop']",Comfort and Wearability,Cluster 2,Style and Aesthetics,Comfort and Wearability
49,862,33,Love the embroidery!,"Really cute top! the embroidery on the collar & bib of this top is beautiful and unique, received lots of compliments & questions about where i got it. i'm rather busty up top and the medium fit well, a small probably would've fit better but it's still super adorable.",5,1,0,General,Tops,Knits,"['realli', 'cute', 'top', 'embroideri', 'collar', 'bib', 'top', 'beauti', 'uniqu', 'receiv', 'lot', 'compliment', 'question', 'got', 'im', 'rather', 'busti', 'top', 'medium', 'fit', 'well', 'small', 'probabl', 'wouldv', 'fit', 'better', 'still', 'super', 'ador']",Style and Aesthetics,Cluster 6,Style and Aesthetics,Style and Aesthetics
50,862,46,Cute for fall,"This is a cute top that can transition easily from summer to fall. it fits well, nice print and it's comfortable. i tried this on in the store, but did not purchase it because the color washed me out. this is not the best color for a blonde. would look much better on a brunette. if this was in a different color i most likely would have purchased it.",4,1,1,General,Tops,Knits,"['cute', 'top', 'transit', 'easili', 'summer', 'fall', 'fit', 'well', 'nice', 'print', 'comfort', 'tri', 'store', 'purchas', 'color', 'wash', 'best', 'color', 'blond', 'would', 'look', 'much', 'better', 'brunett', 'differ', 'color', 'like', 'would', 'purchas']",Style and Aesthetics,Cluster 6,Style and Aesthetics,Style and Aesthetics
51,862,41,Love,"I absolutely love this bib tee! it's probably my favorite retailer purchase of all time. i'm 5'7"", 140 pounds and the small was a perfect fit for me. i typically wear either a s or m tops.",5,1,2,General,Tops,Knits,"['absolut', 'love', 'bib', 'tee', 'probabl', 'favorit', 'retail', 'purchas', 'time', 'im', 'pound', 'small', 'perfect', 'fit', 'typic', 'wear', 'either', 'top']",Fit and Sizing,Cluster 4,Fit and Sizing,Fit and Sizing
52,1104,39,,"Love the color and style, but material snags easily",3,1,3,General,Dresses,Dresses,"['love', 'color', 'style', 'materi', 'snag', 'easili']",Fabric and Material Quality,Cluster 6,Style and Aesthetics,Fabric and Material Quality
53,862,39,Flattering and comfortable,"Very soft and comfortable. the shirt has an unusual, asymmetrical seam that appears along the front, right-hand side of the garment. (the model is positioned so that you can't see this detail from the picture. i attached a picture that includes the front seam.) i actually like the seam - it creates more visual interest, and adds a little bit of ruching that helps hide my belly. the cowl neck is very well done - there are two layers that form the cowl, and i've found that it means wardrobe malfun",5,1,34,General,Tops,Knits,"['soft', 'comfort', 'shirt', 'unusu', 'asymmetr', 'seam', 'appear', 'along', 'front', 'righthand', 'side', 'garment', 'model', 'posit', 'cant', 'see', 'detail', 'pictur', 'attach', 'pictur', 'includ', 'front', 'seam', 'actual', 'like', 'seam', 'creat', 'visual', 'interest', 'add', 'littl', 'bit', 'ruch', 'help', 'hide', 'belli', 'cowl', 'neck', 'well', 'done', 'two', 'layer', 'form', 'cowl', 'ive', 'found', 'mean', 'wardrob', 'malfun']",Fabric and Material Quality,Cluster 2,Comfort and Wearability,Fabric and Material Quality
54,862,66,Cute top,"Nice top. armholes are a bit oversized but as an older woman, i'm picky about that. the print is pretty and unusual. it just didn't look great on me. there's a slight peplum in the back that hangs nicely. it's a lightweight tee fabric that's opaque. i tried it on with a black bra which was barely visible. great for warmer climates but there are so many gorgeous tops out now, that i decided to return since summer is winding down. i do recommend.",4,1,2,General,Tops,Knits,"['nice', 'top', 'armhol', 'bit', 'overs', 'older', 'woman', 'im', 'picki', 'print', 'pretti', 'unusu', 'didnt', 'look', 'great', 'there', 'slight', 'peplum', 'back', 'hang', 'nice', 'lightweight', 'tee', 'fabric', 'that', 'opaqu', 'tri', 'black', 'bra', 'bare', 'visibl', 'great', 'warmer', 'climat', 'mani', 'gorgeou', 'top', 'decid', 'return', 'sinc', 'summer', 'wind', 'recommend']",Style and Aesthetics,Cluster 6,Style and Aesthetics,Style and Aesthetics
55,862,61,Soft and cute as can be!,This is an adorable top that i find to be extremely comfortable. i don't usually buy prints but this one is so feminine and looks great with dark wash jeans. i am a 36d and the medium was a perfect fit.,5,1,2,General,Tops,Knits,"['ador', 'top', 'find', 'extrem', 'comfort', 'dont', 'usual', 'buy', 'print', 'one', 'feminin', 'look', 'great', 'dark', 'wash', 'jean', 'medium', 'perfect', 'fit']",Style and Aesthetics,Cluster 3,Style and Aesthetics,Style and Aesthetics
56,368,33,,"I am pregnant and i thought this would be a great sleep bra. it's soft and fits okay, but it has zero support or shape. i would only buy if you are a b cup or smaller and can get away without support. if i would have seen this is the store, i would have passed over it. however, i was too lazy to return so i am wearing it. it's comfortable so that's a redeeming quality. i would not recommend for larger chested ladies, though!",2,0,3,Initmates,Intimate,Intimates,"['pregnant', 'thought', 'would', 'great', 'sleep', 'bra', 'soft', 'fit', 'okay', 'zero', 'support', 'shape', 'would', 'buy', 'b', 'cup', 'smaller', 'get', 'away', 'without', 'support', 'would', 'seen', 'store', 'would', 'pass', 'howev', 'lazi', 'return', 'wear', 'comfort', 'that', 'redeem', 'qualiti', 'would', 'recommend', 'larger', 'chest', 'ladi', 'though']",Comfort and Wearability,Cluster 3,Fabric and Material Quality,Comfort and Wearability
57,862,31,"Boring front, great back",This tank fit well and i loved the ruffle in the back and how it layed. but the front was not a good look and i will be retuning it.,3,0,0,General,Tops,Knits,"['tank', 'fit', 'well', 'love', 'ruffl', 'back', 'lay', 'front', 'good', 'look', 'retun']",Style and Aesthetics,Cluster 6,Style and Aesthetics,Style and Aesthetics
58,1095,36,,"I got this in the petite length, size o, and it fit just right. i like that i didn't have to have it altered in the length; can wear with flats with plenty of clearance to the floor from the bottom hem. my only beef with the design is the height of the waist. i personally think that the elastic waistband looks cheap, and really needs to be concealed with a belt, yet because it sits so high, literally right under the bustline, it's a tricky one to pull off. i have a wide belt that sort of does th",4,1,0,General Petite,Dresses,Dresses,"['got', 'petit', 'length', 'size', 'fit', 'right', 'like', 'didnt', 'alter', 'length', 'wear', 'flat', 'plenti', 'clearanc', 'floor', 'bottom', 'hem', 'beef', 'design', 'height', 'waist', 'person', 'think', 'elast', 'waistband', 'look', 'cheap', 'realli', 'need', 'conceal', 'belt', 'yet', 'sit', 'high', 'liter', 'right', 'bustlin', 'tricki', 'one', 'pull', 'wide', 'belt', 'sort', 'th']",Fit and Sizing,Cluster 4,Fit and Sizing,Fit and Sizing
59,368,52,Soft and comfortable,"I've been looking for bralettes that provide some support but not binding/tight for night time and casual wear. this is a light weight bra, could be a little more supportive. pretty color, with nice lines. only downside is the retailer tag on the back - itchy (i need to remove it.)",4,1,1,Initmates,Intimate,Intimates,"['ive', 'look', 'bralett', 'provid', 'support', 'bindingtight', 'night', 'time', 'casual', 'wear', 'light', 'weight', 'bra', 'could', 'littl', 'support', 'pretti', 'color', 'nice', 'line', 'downsid', 'retail', 'tag', 'back', 'itchi', 'need', 'remov']",Comfort and Wearability,Cluster 3,Style and Aesthetics,Comfort and Wearability
60,1095,41,Gorgeous dress!,"This dress is simply beautiful and stunning. it is so figure flattering and i can't wait to wear it. size small worked for me, and since i'm tall it fell right to my ankle which is perfect for me. i could not be happier with the purchase and the keyhole in the back is a beautiful detail.",5,1,0,General Petite,Dresses,Dresses,"['dress', 'simpli', 'beauti', 'stun', 'figur', 'flatter', 'cant', 'wait', 'wear', 'size', 'small', 'work', 'sinc', 'im', 'tall', 'fell', 'right', 'ankl', 'perfect', 'could', 'happier', 'purchas', 'keyhol', 'back', 'beauti', 'detail']",Style and Aesthetics,Cluster 1,Style and Aesthetics,Style and Aesthetics
61,368,36,Itchy tags,"3 tags sewn in, 2 small (about 1'' long) and 1 huge (about 2'' x 3''). very itchy so i cut them out. then the thread left behind was plasticy and even more itchy! how can you make an intimates item with such itchy tags? not comfortable at all! also - i love bralettes and wear them all the time including to work. i am a b cup. however, this one is so thin and flimsy that it gives no support even to a b cup - so for me this would only be a lounging bralette - if it wasn't so itchy!",1,0,0,Initmates,Intimate,Intimates,"['tag', 'sewn', 'small', 'long', 'huge', 'x', 'itchi', 'cut', 'thread', 'left', 'behind', 'plastici', 'even', 'itchi', 'make', 'intim', 'item', 'itchi', 'tag', 'comfort', 'also', 'love', 'bralett', 'wear', 'time', 'includ', 'work', 'b', 'cup', 'howev', 'one', 'thin', 'flimsi', 'give', 'support', 'even', 'b', 'cup', 'would', 'loung', 'bralett', 'wasnt', 'itchi']",Comfort and Wearability,Cluster 2,Comfort and Wearability,Comfort and Wearability
62,862,28,Must have,I recently got this on sale after looking at it forever on my wish list. i'm so happy with it. its very comfortable and just long enough for my torso (5'3). the pattern on the front is very flattering.,5,1,0,General,Tops,Knits,"['recent', 'got', 'sale', 'look', 'forev', 'wish', 'list', 'im', 'happi', 'comfort', 'long', 'enough', 'torso', 'pattern', 'front', 'flatter']",Style and Aesthetics,Cluster 3,Style and Aesthetics,Style and Aesthetics
63,862,57,Cute top! love the brand,"Very comfortable shirt, light weight top with lovely floral colors. great for spring/summer with white jeans. love everything one september makes!",5,1,1,General,Tops,Knits,"['comfort', 'shirt', 'light', 'weight', 'top', 'love', 'floral', 'color', 'great', 'springsumm', 'white', 'jean', 'love', 'everyth', 'one', 'septemb', 'make']",Style and Aesthetics,Cluster 2,Style and Aesthetics,Fabric and Material Quality
64,862,43,Love this top,Loved this top and was really happy to find it on sale!,5,1,0,General,Tops,Knits,"['love', 'top', 'realli', 'happi', 'find', 'sale']",Style and Aesthetics,Cluster 6,Style and Aesthetics,Style and Aesthetics
65,862,58,,"Beautiful top, but delicate! i wore it to school and the straps on my backpack caused some pilling. other than that it is beautiful and vibrant! just make sure you aren't doing/wearing anything that will rub it continuously since the fabric is delicate",4,1,2,General,Tops,Knits,"['beauti', 'top', 'delic', 'wore', 'school', 'strap', 'backpack', 'caus', 'pill', 'beauti', 'vibrant', 'make', 'sure', 'arent', 'doingwear', 'anyth', 'rub', 'continu', 'sinc', 'fabric', 'delic']",Fabric and Material Quality,Cluster 6,Fabric and Material Quality,Style and Aesthetics
66,862,60,Super cute and unique top,"Just received this in the mail, tried it on and am smitten. i'm usually a l, but sometimes i'm a xl (if no stretch), in retailer tops. i bought this one in l and i'm sure glad i did. very flowy, stretchy and comfortable. i also bought the meda lace top from one september and they are very similar expect this is more of a t-shirt and the other is more of a blouse. i almost think i could've gotten a m in this because there is a lot of extra fabric at the chest which is usually never the issue for me",4,1,9,General,Tops,Knits,"['receiv', 'mail', 'tri', 'smitten', 'im', 'usual', 'l', 'sometim', 'im', 'xl', 'stretch', 'retail', 'top', 'bought', 'one', 'l', 'im', 'sure', 'glad', 'flowi', 'stretchi', 'comfort', 'also', 'bought', 'meda', 'lace', 'top', 'one', 'septemb', 'similar', 'expect', 'tshirt', 'blous', 'almost', 'think', 'couldv', 'gotten', 'lot', 'extra', 'fabric', 'chest', 'usual', 'never', 'issu']",Comfort and Wearability,Cluster 2,Fabric and Material Quality,Comfort and Wearability
67,862,40,Beautiful top,"Love this top! i kept eyeing it online and wavering on size, since my post-baby body is a little wonky. i went with the xsp, and miraculously, it works perfectly! so, i would say it does run just a little large..... i love the length, and usually do not go with petite sizes at retailer because i like the longer lengths of the regular. but this is perfect on me, and there is give up top, so it looks lovely. and it is very soft and comfortable. this will be a go-to top this season!",5,1,1,General,Tops,Knits,"['love', 'top', 'kept', 'eye', 'onlin', 'waver', 'size', 'sinc', 'postbabi', 'bodi', 'littl', 'wonki', 'went', 'xsp', 'miracul', 'work', 'perfectli', 'would', 'say', 'run', 'littl', 'larg', 'love', 'length', 'usual', 'go', 'petit', 'size', 'retail', 'like', 'longer', 'length', 'regular', 'perfect', 'give', 'top', 'look', 'love', 'soft', 'comfort', 'goto', 'top', 'season']",Fit and Sizing,Cluster 3,Fit and Sizing,Fit and Sizing
68,862,37,I wanted to love this top...,"I really loved this top online and wanted to love it in person. it is soft and the patter is okay in person. the neckline is higher than i am used to. also, there are two buttons in the back that must be unbuttoned in order to wear the top. it is difficult to button them behind your neck with the top on. unfortunately i had to return this item...",2,0,0,General,Tops,Knits,"['realli', 'love', 'top', 'onlin', 'want', 'love', 'person', 'soft', 'patter', 'okay', 'person', 'necklin', 'higher', 'use', 'also', 'two', 'button', 'back', 'must', 'unbutton', 'order', 'wear', 'top', 'difficult', 'button', 'behind', 'neck', 'top', 'unfortun', 'return', 'item']",Comfort and Wearability,Cluster 6,Fabric and Material Quality,Comfort and Wearability
69,1078,56,Great summer fabric!,"I really wanted this to work. alas, it had a strange fit for me. the straps would not stay up, and it had a weird fit under the breast. it worked standing up, but the minute i sat down it fell off my shoulders. the fabric was beautiful! and i loved that it had pockets.",3,0,1,General Petite,Dresses,Dresses,"['realli', 'want', 'work', 'ala', 'strang', 'fit', 'strap', 'would', 'stay', 'weird', 'fit', 'breast', 'work', 'stand', 'minut', 'sat', 'fell', 'shoulder', 'fabric', 'beauti', 'love', 'pocket']",Fit and Sizing,Cluster 3,Fit and Sizing,Comfort and Wearability
70,845,38,"Cute, but massive sweep","This top is so cute, but it is massively babydoll shaped (a- line) which is not apparent from the pictures. i measured the xs i have and the chest is about 42"" and sweep is over 70"". i would definitely keep this top if it hung straighter. the craftsmanship is lovely and fabric is so natural and handwoven looking. i'm thinking about asking my tailor if she can take the sides in, but that might ruin it as the fabric layout is cut and proportioned to this swing style.",4,1,10,General Petite,Tops,Blouses,"['top', 'cute', 'massiv', 'babydol', 'shape', 'line', 'appar', 'pictur', 'measur', 'xs', 'chest', 'sweep', 'would', 'definit', 'keep', 'top', 'hung', 'straighter', 'craftsmanship', 'love', 'fabric', 'natur', 'handwoven', 'look', 'im', 'think', 'ask', 'tailor', 'take', 'side', 'might', 'ruin', 'fabric', 'layout', 'cut', 'proport', 'swing', 'style']",Style and Aesthetics,Cluster 3,Style and Aesthetics,Style and Aesthetics
71,822,36,Short and boxy,"Why do designers keep making crop tops??!! i can't imagine this would be flattering on anyone, especially someone average height and well endowed on top. i looked like a football player. the pattern and fabric are gorgeous, so if you are like 4' tall and super tiny and can fit xxs this may work? i am between a 6-8 and fit a small and it was huge on me and almost was bigger at the bottom than the top. such a weird cut. there is a cami underneath so if it rides up that will show but that is so 80s",2,0,0,General,Tops,Blouses,"['design', 'keep', 'make', 'crop', 'top', 'cant', 'imagin', 'would', 'flatter', 'anyon', 'especi', 'someon', 'averag', 'height', 'well', 'endow', 'top', 'look', 'like', 'footbal', 'player', 'pattern', 'fabric', 'gorgeou', 'like', 'tall', 'super', 'tini', 'fit', 'xx', 'may', 'work', 'fit', 'small', 'huge', 'almost', 'bigger', 'bottom', 'top', 'weird', 'cut', 'cami', 'underneath', 'ride', 'show']",Style and Aesthetics,Cluster 2,Style and Aesthetics,Style and Aesthetics
72,850,27,Beautiful design,"I have a short torso and this works well for me. 34c, bought the 0. there's not much stretch to the fabric so it is fitted to my chest, but not in an uncomfortable way. definitely doesn't hang and have extra fabric like on the model. 

zipper goes almost all the way down to the bottom so it's easier to get on and off which makes up for the lack of stretch n the fabric.

unlike another reviewer, i found it went really well with navy pants and i wore it to a business meeting under a blazer. wi",5,1,4,General,Tops,Blouses,"['short', 'torso', 'work', 'well', 'c', 'bought', 'there', 'much', 'stretch', 'fabric', 'fit', 'chest', 'uncomfort', 'way', 'definit', 'doesnt', 'hang', 'extra', 'fabric', 'like', 'model', 'zipper', 'goe', 'almost', 'way', 'bottom', 'easier', 'get', 'make', 'lack', 'stretch', 'n', 'fabric', 'unlik', 'anoth', 'review', 'found', 'went', 'realli', 'well', 'navi', 'pant', 'wore', 'busi', 'meet', 'blazer', 'wi']",Fit and Sizing,Cluster 4,Fabric and Material Quality,Comfort and Wearability
73,866,47,,"I love this top. it is loose and comfortable. it is not sheer so you don't need a cami. it runs a little large so size down if you want a more tailored fit. 1 criticism, it catches on sharp jewelry or belts and can pull if you are not careful.",4,1,0,General Petite,Tops,Knits,"['love', 'top', 'loos', 'comfort', 'sheer', 'dont', 'need', 'cami', 'run', 'littl', 'larg', 'size', 'want', 'tailor', 'fit', 'critic', 'catch', 'sharp', 'jewelri', 'belt', 'pull', 'care']",Fit and Sizing,Cluster 2,Fit and Sizing,Style and Aesthetics
74,1081,59,,I passed up this dress so many times in the store and finally tried it on today because i wanted a casual dress while traveling in the cape. i was surprised how much cuter it is on than on hanger. i sized down to get a more fitting look and really made a difference for me in style. i was not a fan of the way it looked so loose on model. it looks really cute fitted and a bit sexy even. it is lined and very comfy and can be dressed up a but for work with a cardi. i believe i will get a lot of wear,5,1,1,General Petite,Dresses,Dresses,"['pass', 'dress', 'mani', 'time', 'store', 'final', 'tri', 'today', 'want', 'casual', 'dress', 'travel', 'cape', 'surpris', 'much', 'cuter', 'hanger', 'size', 'get', 'fit', 'look', 'realli', 'made', 'differ', 'style', 'fan', 'way', 'look', 'loos', 'model', 'look', 'realli', 'cute', 'fit', 'bit', 'sexi', 'even', 'line', 'comfi', 'dress', 'work', 'cardi', 'believ', 'get', 'lot', 'wear']",Style and Aesthetics,Cluster 1,Style and Aesthetics,Style and Aesthetics
75,845,48,Very very cute but a lot of fabric,"I am so drawn to baby doll and boxy shirts so i immediately tried this on in the store. i am petite and only 5'2"", so usually shirts with a lot of fabric swallow me whole but this one was still cute. there is a lot more fabric than the picture lets on, but i think it is still super cute and flattering. i would definitely check the size chart and read comments to see if someone with your same size description has recommended a specific size for your body type. i am petite and weigh about 110 lbs",5,1,5,General Petite,Tops,Blouses,"['drawn', 'babi', 'doll', 'boxi', 'shirt', 'immedi', 'tri', 'store', 'petit', 'usual', 'shirt', 'lot', 'fabric', 'swallow', 'whole', 'one', 'still', 'cute', 'lot', 'fabric', 'pictur', 'let', 'think', 'still', 'super', 'cute', 'flatter', 'would', 'definit', 'check', 'size', 'chart', 'read', 'comment', 'see', 'someon', 'size', 'descript', 'recommend', 'specif', 'size', 'bodi', 'type', 'petit', 'weigh', 'lb']",Style and Aesthetics,Cluster 4,Style and Aesthetics,Style and Aesthetics
76,1082,31,Runs large in top and waist,"I would have loved this dress if the bust and waist were just a little more fitted. i am 32c and the top was too big. fit perfectly on hips. the lace material means it cannot be easily altered, so i chose to return the dress. i would have definitely kept it if it were a better fit.",4,1,0,General,Dresses,Dresses,"['would', 'love', 'dress', 'bust', 'waist', 'littl', 'fit', 'c', 'top', 'big', 'fit', 'perfectli', 'hip', 'lace', 'materi', 'mean', 'cannot', 'easili', 'alter', 'chose', 'return', 'dress', 'would', 'definit', 'kept', 'better', 'fit']",Fit and Sizing,Cluster 1,Fit and Sizing,Fit and Sizing
77,850,28,Zipper broke,"The zipper broke on this piece the first time i wore it. very disappointing since i love the design. i'm actually going to try to replace the zipper myself with something stronger, but annoying that it's come to that.",2,0,0,General Petite,Tops,Blouses,"['zipper', 'broke', 'piec', 'first', 'time', 'wore', 'disappoint', 'sinc', 'love', 'design', 'im', 'actual', 'go', 'tri', 'replac', 'zipper', 'someth', 'stronger', 'annoy', 'come']",Style and Aesthetics,Cluster 1,Style and Aesthetics,Style and Aesthetics
78,836,47,Obsessed,I usually size up with this brand. small was perfect for me at 135lbs. this top has a luxurious but casual feel and beautiful. i am obsessed and want to wear it everyday. it wears a little long and drapey but a little tight where it rolls up in the arms.,5,1,1,General,Tops,Blouses,"['usual', 'size', 'brand', 'small', 'perfect', 'lb', 'top', 'luxuri', 'casual', 'feel', 'beauti', 'obsess', 'want', 'wear', 'everyday', 'wear', 'littl', 'long', 'drapey', 'littl', 'tight', 'roll', 'arm']",Fit and Sizing,Cluster 4,Fit and Sizing,Fit and Sizing
79,1081,62,So cute...but dry clean?!,"This dress is adorable - it's a perfect casual look for summer and the quality is nice with the lining (though still overpriced, in my opinion). the tie detail is somewhat adjustable, and i found my normal size s to fit fine (5'7, 128#). where this gets me is the fact that it's dry clean...totally doesn't make sense for a dress that is essentially a fancy tshirt for summer. i might bring it back for that alone, since i originally planned to wear it a lot. :(",4,1,2,General Petite,Dresses,Dresses,"['dress', 'ador', 'perfect', 'casual', 'look', 'summer', 'qualiti', 'nice', 'line', 'though', 'still', 'overpr', 'opinion', 'tie', 'detail', 'somewhat', 'adjust', 'found', 'normal', 'size', 'fit', 'fine', 'get', 'fact', 'dri', 'cleantot', 'doesnt', 'make', 'sens', 'dress', 'essenti', 'fanci', 'tshirt', 'summer', 'might', 'bring', 'back', 'alon', 'sinc', 'origin', 'plan', 'wear', 'lot']",Fit and Sizing,Cluster 1,Fit and Sizing,Fit and Sizing
80,1072,68,Elegant classic dress,"I am usually a petite 6 but since this dress did not come in petites i tried on 4 and it fit. i'm 5'1"" -112lbs so dress hit rt below knee -will have it hemmed up a bit do not so overwhelming.

this dress looks stunning on! great vibrant color ( i have dark hair) makes this classic elegant dress look contemporary and stylish. when i tried it on in store, salesperson and others who happen to see it on me raved and told me to grab it! i did and am glad.

i plan to wear it this spring for my daughte",5,1,1,General,Dresses,Dresses,"['usual', 'petit', 'sinc', 'dress', 'come', 'petit', 'tri', 'fit', 'im', 'lb', 'dress', 'hit', 'rt', 'knee', 'hem', 'bit', 'overwhelm', 'dress', 'look', 'stun', 'great', 'vibrant', 'color', 'dark', 'hair', 'make', 'classic', 'eleg', 'dress', 'look', 'contemporari', 'stylish', 'tri', 'store', 'salesperson', 'other', 'happen', 'see', 'rave', 'told', 'grab', 'glad', 'plan', 'wear', 'spring', 'daught']",Style and Aesthetics,Cluster 1,Style and Aesthetics,Fit and Sizing
81,863,61,,Loved this top. great design. comfortable and unique. soft material,5,1,4,General Petite,Tops,Knits,"['love', 'top', 'great', 'design', 'comfort', 'uniqu', 'soft', 'materi']",Fabric and Material Quality,Cluster 6,Style and Aesthetics,Fabric and Material Quality
82,1133,33,Cute parka!,"The rest of the reviewers are right about the color being in accurately pictured. i ordered the dark orange color and i recieved more of a dark cedar brown colored jacket. the print is great, i love it! it's so different than any other jackets ive seen. while the jacket is ã¼ber cute, it is a bit bulky (though the waist tie helps with that) and its not heavy winter appropriate ( it's not waterproof or heavily insulated). for your average winter day though, it will be a fun option! the removable v",5,1,0,General,Jackets,Outerwear,"['rest', 'review', 'right', 'color', 'accur', 'pictur', 'order', 'dark', 'orang', 'color', 'reciev', 'dark', 'cedar', 'brown', 'color', 'jacket', 'print', 'great', 'love', 'differ', 'jacket', 'ive', 'seen', 'jacket', 'ber', 'cute', 'bit', 'bulki', 'though', 'waist', 'tie', 'help', 'heavi', 'winter', 'appropri', 'waterproof', 'heavili', 'insul', 'averag', 'winter', 'day', 'though', 'fun', 'option', 'remov', 'v']",Style and Aesthetics,Cluster 5,Style and Aesthetics,Style and Aesthetics
83,822,68,Just lovely,"I purchased this top in an antro store last week. the quality is wonderful and the greenish blue color is very unique. the blouse has a beautiful stretchy camsiole that is attached at the shoulders, but can be removed by snaps. i tooks great when worn two different ways. i wore it with the campole out, and it peeks through the blouse at the bottom. it also looks great when the camisole is worn in. my only wish is that it would come in a petite size as it's a touch big at the shoulders and neckli",5,1,3,General,Tops,Blouses,"['purchas', 'top', 'antro', 'store', 'last', 'week', 'qualiti', 'wonder', 'greenish', 'blue', 'color', 'uniqu', 'blous', 'beauti', 'stretchi', 'camsiol', 'attach', 'shoulder', 'remov', 'snap', 'took', 'great', 'worn', 'two', 'differ', 'way', 'wore', 'campol', 'peek', 'blous', 'bottom', 'also', 'look', 'great', 'camisol', 'worn', 'wish', 'would', 'come', 'petit', 'size', 'touch', 'big', 'shoulder', 'neckli']",Style and Aesthetics,Cluster 2,Style and Aesthetics,Style and Aesthetics
84,861,37,Casual & unique tee,"I received this shirt in my typical xs and it fits perfectly. i?m not crazy in love with it but i also don?t dislike. the shirt is on the thin side. do i need to wear a cami underneath it, no. my concern is holes. it does remind me of a material that could develop some holes after some wear and washes. with that being said i?ll wash this shirt in cold water and hang dry and hopefully that will prevent holes from developing. the length is fine and i do like the slits in front?it adds a little dim",3,1,0,General Petite,Tops,Knits,"['receiv', 'shirt', 'typic', 'xs', 'fit', 'perfectli', 'im', 'crazi', 'love', 'also', 'dont', 'dislik', 'shirt', 'thin', 'side', 'need', 'wear', 'cami', 'underneath', 'concern', 'hole', 'remind', 'materi', 'could', 'develop', 'hole', 'wear', 'wash', 'said', 'ill', 'wash', 'shirt', 'cold', 'water', 'hang', 'dri', 'hope', 'prevent', 'hole', 'develop', 'length', 'fine', 'like', 'slit', 'frontit', 'add', 'littl', 'dim']",Fit and Sizing,Cluster 2,Fit and Sizing,Fit and Sizing
85,866,58,,"I was really hoping to like this, but it did not look the way it does on the model, at least not on me. the sharkbite hem is much more pronounced and looser. the one in the photo looks like it was pinned back. i am 5'8"" and usually wear a medium or large. i got a medium and there was a lot more material on the bottom half than the photo shows. it made me look bigger and was not flattering. material has a nice weave but it's thin and delicate. i bought the (holly) deep olive and the blue. colors",1,0,2,General Petite,Tops,Knits,"['realli', 'hope', 'like', 'look', 'way', 'model', 'least', 'sharkbit', 'hem', 'much', 'pronounc', 'looser', 'one', 'photo', 'look', 'like', 'pin', 'back', 'usual', 'wear', 'medium', 'larg', 'got', 'medium', 'lot', 'materi', 'bottom', 'half', 'photo', 'show', 'made', 'look', 'bigger', 'flatter', 'materi', 'nice', 'weav', 'thin', 'delic', 'bought', 'holli', 'deep', 'oliv', 'blue', 'color']",Style and Aesthetics,Cluster 4,Style and Aesthetics,Style and Aesthetics
